GENDER,REFERRING_PROVIDER_REGION,DISEASE_CODE,RECEIVING_PROVIDER_REGION,AGE_GROUP,TOTAL_REFERRALS
F,Najran,A77.8,Najran,00-17,5
F,Jeddah,E13.15,Jeddah,30-39,19
F,Tabuk,V99,Tabuk,50-59,1
F,Riyadh,E11.65,Riyadh,80+,160
M,Medinah,O66.3,Medina,30-39,6
M,Makkah,N13.0,Jeddah,00-17,42
M,Medinah,N17.9,Medina,70-79,6
M,Jeddah,K92.9,Makkah,50-59,3
M,Najran,R51,Najran,00-17,3
F,Qunfotha,S73.00,Makkah,60-69,6
M,Asir,S52.9,Assir,00-17,6
M,Jeddah,S06.02,Jeddah,30-39,24
F,Medinah,I82.8,Medina,70-79,6
M,Riyadh,S82.0,Riyadh,18-29,30
M,Jazan,I69.4,Jazan,30-39,2
M,Riyadh,Z50.8,Riyadh,40-49,6
M,Riyadh,A60.1,Riyadh,30-39,32
M,Qassim,J47,Northern Borders,18-29,1
F,Jeddah,E14.11,Makkah,50-59,1
M,Jeddah,G40.60,Makkah,30-39,1
M,Jeddah,G82.51,Jeddah,40-49,2
F,Jeddah,G23.8,Jeddah,80+,20
M,Qassim,G00.9,Qassim,18-29,2
F,Baha,M05.84,Jeddah,40-49,21
F,Makkah,J18.9,Makkah,00-17,30
M,Jeddah,I44.1,Makkah,60-69,1
F,Outside-KSA,C65,Medina,60-69,7
F,Makkah,Z50.9,Riyadh,00-17,1
F,Jeddah,J96.01,Jeddah,00-17,20
M,Riyadh,X10.1,Riyadh,30-39,33
M,Asir,M00.86,Assir,60-69,1
F,Riyadh,U80.4,Riyadh,18-29,1
M,Asir,P59.9,Assir,30-39,12
F,Jeddah,O42.9,Makkah,18-29,3
F,Qassim,E05.8,Qassim,30-39,2
M,Medinah,K70.1,Medina,30-39,6
M,Medinah,N17.9,Medinah,80+,1
F,Jeddah,J45.9,Makkah,60-69,1
M,Riyadh,S02.3,Riyadh,50-59,31
F,Makkah,S42.23,Makkah,50-59,6
F,Riyadh,E06.5,Riyadh,50-59,3
F,Makkah,R05,Makkah,40-49,6
F,Asir,K92.2,Assir,80+,9
F,Taif,H43.8,Jeddah,50-59,22
M,Jeddah,G41.9,Jeddah,40-49,24
F,Medinah,E14.11,Medina,80+,6
F,Jeddah,I98.2,Makkah,70-79,1
M,Jeddah,Z50.9,Jeddah,00-17,3
M,Riyadh,I69.4,Riyadh,80+,3
M,Riyadh,G30.1,Riyadh,80+,31
F,Asir,A37.0,Assir,00-17,24
M,Jazan,T21.04,Jazan,00-17,2
M,Qassim,J44.1,Qassim,80+,2
F,Taif,J96.19,Riyadh,40-49,34
M,Jeddah,D57.1,Jeddah,00-17,20
M,Riyadh,G80.9,Riyadh,00-17,33
M,Makkah,E13.11,Makkah,18-29,6
M,Medinah,K04.7,Medina,50-59,6
M,Jazan,U82.3,Jazan,30-39,2
M,Qassim,K92.2,Qassim,40-49,3
M,Riyadh,V99,Riyadh,70-79,30
F,Medinah,J96.09,Medina,70-79,7
M,Riyadh,N21.9,Riyadh,50-59,31
M,Riyadh,D57.8,Riyadh,18-29,30
M,Jazan,P59.9,Assir,18-29,6
M,Riyadh,S72.05,Riyadh,80+,31
M,Jazan,U80.3,Jazan,00-17,2
F,Taif,Q91.7,Taef,00-17,2
M,Jeddah,I21.9,Jeddah,50-59,104
M,Makkah,R57.2,Makkah,50-59,18
F,Makkah,K58.0,Makkah,70-79,6
F,Asir,A48.0,Northern Borders,80+,1
F,Jazan,L89.90,Jazan,80+,2
M,Jeddah,S06.8,Jeddah,70-79,2
F,Asir,G41.9,Assir,00-17,13
M,Jeddah,I26.9,Jeddah,60-69,24
F,Riyadh,Z93.0,Riyadh,50-59,32
M,Bisha,Z50.9,Jeddah,00-17,2
F,Makkah,E10.11,Makkah,00-17,6
M,Jeddah,T87.6,Jeddah,50-59,22
M,Asir,S82.21,Assir,00-17,6
M,Baha,S06.03,Jeddah,70-79,21
M,Qassim,R60.9,Qassim,60-69,2
M,Riyadh,T67.0,Riyadh,40-49,1
M,Tabuk,V99,Medinah,18-29,1
M,Qassim,F19.9,Qassim,50-59,1
F,Jeddah,S06.03,Makkah,60-69,2
F,Jazan,G40.60,Jazan,00-17,2
F,Jazan,U80.3,Jazan,30-39,2
M,Riyadh,E10.53,Riyadh,70-79,3
M,Eastern Region,R10.0,East,60-69,18
F,Najran,T21.02,Assir,00-17,6
F,Jeddah,N17.9,Makkah,40-49,2
M,Asir,Q21.14,Assir,60-69,6
M,Jeddah,K92.2,Makkah,70-79,1
M,Riyadh,I86.1,Riyadh,30-39,35
F,Qassim,K80.10,Qassim,50-59,2
F,Medinah,G93.4,Medina,60-69,6
M,Najran,A78,Najran,00-17,9
M,Riyadh,S72.9,Riyadh,30-39,32
M,Makkah,L04.9,Makkah,00-17,6
M,Najran,Z50.8,Jeddah,00-17,1
F,Medinah,E14.11,Medinah,60-69,1
M,Qassim,A78,Qassim,00-17,2
F,Asir,P22.8,Assir,30-39,7
F,Riyadh,S83.10,Riyadh,50-59,30
M,Medinah,G41.9,Medina,30-39,1
M,Riyadh,E51.2,Riyadh,40-49,1
M,Qassim,M48.42,Qassim,50-59,4
M,Jeddah,R10.0,Jeddah,00-17,21
F,Asir,S02.4,Assir,18-29,6
M,Medinah,J18.0,Medina,50-59,6
F,Medinah,R05,Medina,40-49,12
F,Riyadh,F05.1,Riyadh,80+,3
F,Asir,R57.2,Assir,70-79,7
F,Asir,S72.9,Assir,80+,13
F,Qassim,J22,Qassim,40-49,3
F,Riyadh,R57.2,Riyadh,50-59,33
M,Najran,U82.3,Najran,50-59,2
F,Jazan,S82.81,Jazan,60-69,2
F,Asir,J15.9,Assir,00-17,13
M,Najran,P94.2,Assir,00-17,6
F,Najran,S06.03,Najran,00-17,3
F,Jazan,U82.3,Jazan,70-79,2
M,Jeddah,M48.42,Jeddah,18-29,25
F,Asir,K82.8,Assir,30-39,6
F,Riyadh,A19.8,Riyadh,30-39,1
M,Najran,Z50.9,Riyadh,18-29,3
M,Riyadh,Z50.9,Riyadh,60-69,27
M,Asir,F04.00,Assir,30-39,7
F,Riyadh,S73.00,Riyadh,50-59,30
F,Qassim,J06.9,Qassim,00-17,5
M,Jeddah,A41.8,Jeddah,70-79,20
M,Jeddah,J18.0,Jeddah,18-29,1
F,Asir,P39.9,Asir,18-29,1
F,Qassim,J45.9,Qassim,80+,3
F,Medinah,R11,Medina,00-17,42
F,Makkah,I64,Makkah,60-69,24
M,Qassim,R05,Qassim,80+,12
M,Asir,J45.9,Assir,00-17,80
M,Jeddah,D57.1,Makkah,18-29,1
F,Jeddah,A78,Jeddah,00-17,43
M,Asir,R05,Assir,30-39,6
F,Medinah,R05,Medina,80+,12
F,Qassim,R05,Qassim,18-29,2
M,Riyadh,R65.1,Riyadh,70-79,68
F,Medinah,J81,Medina,60-69,7
M,Jazan,I51.9,Jazan,70-79,1
M,Bisha,J18.9,Assir,80+,6
F,Medinah,N39.9,Medina,00-17,6
M,Jeddah,I24.9,Makkah,60-69,11
M,Jazan,E11.11,Jazan,30-39,2
F,Riyadh,R05,Riyadh,60-69,361
M,Jeddah,R57.2,Jeddah,70-79,103
M,Jeddah,N17.9,Makkah,30-39,2
F,Qunfotha,R57.2,Makkah,60-69,17
M,Jeddah,I50.9,Makkah,60-69,3
M,Riyadh,G91.1,Riyadh,50-59,33
M,Jeddah,H40.4,Jeddah,40-49,20
F,Tabuk,V99,Makkah,50-59,1
F,Jeddah,E13.11,Jeddah,40-49,22
M,Jeddah,E11.11,Makkah,18-29,1
M,Riyadh,N17.0,Riyadh,50-59,32
M,Riyadh,J12.8,Riyadh,00-17,32
M,Riyadh,J18.8,Riyadh,00-17,61
F,Jeddah,J18.9,Jeddah,80+,206
F,Riyadh,J06.9,Riyadh,70-79,30
M,Riyadh,I69.4,Riyadh,50-59,40
M,Jeddah,H40.4,Makkah,40-49,1
F,Qassim,R57.1,Qassim,70-79,3
F,Jeddah,I24.9,Jeddah,60-69,102
F,Jeddah,N17.9,Jeddah,60-69,21
F,Makkah,J18.8,Makkah,80+,6
F,Riyadh,A41.9,Riyadh,40-49,62
M,Jeddah,I64,Makkah,30-39,2
M,Jeddah,I69.4,Makkah,60-69,2
M,Baha,G93.1,Jeddah,00-17,22
F,Eastern Region,A41.9,East,70-79,17
F,Riyadh,E11.11,Riyadh,70-79,386
M,Jeddah,G93.1,Makkah,18-29,1
F,Makkah,G72.2,Makkah,00-17,6
M,Jazan,W84,Assir,70-79,6
M,Qurayyat,P07.31,Riyadh,00-17,31
F,Riyadh,S14.3,Riyadh,18-29,2
M,Jeddah,S82.0,Jeddah,50-59,22
M,Jeddah,Q30.3,Jeddah,30-39,22
M,Jeddah,I20.0,Jeddah,50-59,59
M,Jeddah,R65.1,Jeddah,50-59,64
M,Asir,E11.11,Assir,40-49,5
F,Asir,J96.01,Assir,00-17,6
M,Jeddah,E10.12,Makkah,50-59,1
M,Jeddah,S06.9,Jeddah,70-79,24
M,Bisha,U80.4,Assir,00-17,6
F,Jeddah,R06.1,Jeddah,30-39,40
M,Qunfotha,G91.9,Makkah,50-59,7
M,Asir,K92.9,Assir,80+,24
F,Riyadh,J94.8,Riyadh,70-79,32
M,Qunfotha,G91.9,Jeddah,50-59,20
M,Makkah,S37.32,Makkah,40-49,7
F,Asir,E10.43,Assir,00-17,6
M,Riyadh,I24.9,Riyadh,50-59,219
F,Riyadh,R10.0,Riyadh,00-17,126
M,Riyadh,J18.9,Riyadh,30-39,63
F,Jouf,G93.1,Riyadh,50-59,32
M,Jeddah,V99,Makkah,40-49,6
M,Jeddah,V99,Jeddah,40-49,123
M,Jeddah,I21.9,Makkah,80+,2
M,Jeddah,N17.9,Makkah,40-49,6
M,Jeddah,J44.9,Jeddah,50-59,20
M,Jeddah,U80.3,Makkah,70-79,1
F,Riyadh,J96.00,Riyadh,80+,35
M,Jeddah,I69.2,Makkah,30-39,1
F,Jeddah,A41.8,Makkah,80+,3
M,Najran,G40.61,Najran,00-17,3
M,Bisha,I50.9,Makkah,60-69,1
M,Jeddah,I24.9,Jeddah,30-39,87
F,Riyadh,E13.15,Riyadh,18-29,34
M,Jouf,V99,Riyadh,00-17,94
M,Asir,G40.60,Assir,30-39,6
M,Riyadh,E14.11,Riyadh,00-17,1
M,Northern Borders,Z50.9,Riyadh,18-29,1
F,Riyadh,J96.10,Qassim,80+,3
M,Qassim,A41.8,Qassim,70-79,3
M,Medinah,K92.9,Medina,50-59,6
F,Riyadh,S52.11,Riyadh,50-59,30
M,Jeddah,K62.5,Jeddah,60-69,20
M,Makkah,Z50.8,Jeddah,00-17,1
M,Najran,P22.0,Najran,00-17,2
F,Asir,J96.09,Assir,70-79,15
M,Asir,I26.9,Assir,18-29,6
F,Hassa,Z50.9,Riyadh,50-59,1
M,Outside-KSA,Z50.9,Riyadh,18-29,3
F,Medinah,O61.9,Medinah,30-39,4
M,Jazan,K85.8,Jazan,18-29,2
M,Asir,R33,Asir,70-79,1
M,Asir,K59.1,Assir,00-17,6
F,Jeddah,Z50.8,Riyadh,00-17,3
M,Jeddah,Z23.7,Makkah,00-17,1
M,Medinah,P36.0,Medinah,00-17,1
M,Medinah,K92.9,Medinah,50-59,1
M,Qassim,J96.10,Qassim,80+,2
F,Jeddah,E66.20,Makkah,30-39,1
F,Medinah,O42.9,Medinah,18-29,10
M,Najran,J18.8,Najran,00-17,3
F,Jeddah,A41.9,Jeddah,18-29,39
F,Jeddah,I62.0,Makkah,00-17,1
M,Najran,J66.8,Najran,00-17,3
F,Asir,K92.2,Asir,80+,1
M,Eastern Region,R57.2,East,80+,17
F,Jeddah,S82.21,Jeddah,18-29,22
F,Asir,J18.0,Asir,00-17,8
F,Medinah,N18.5,Medina,60-69,1
M,Asir,I24.9,Assir,50-59,1
F,Medinah,R11,Medinah,00-17,4
F,Jeddah,J80,Jeddah,60-69,20
M,Riyadh,R52.9,Riyadh,60-69,33
M,Medinah,S72.9,Medina,60-69,7
F,Asir,J85.2,Assir,50-59,7
M,Jeddah,E87.6,Makkah,50-59,1
M,Asir,J18.0,Asir,00-17,3
M,Asir,J96.09,Assir,30-39,1
M,Jeddah,S06.03,Jeddah,80+,21
M,Riyadh,A87.1,Riyadh,00-17,30
M,Jazan,J18.9,Jazan,80+,2
F,Asir,A41.9,Asir,00-17,1
F,Qassim,K85.9,Qassim,70-79,3
M,Medinah,U88.2,Medina,00-17,6
F,Jeddah,Q30.01,Makkah,00-17,1
F,Medinah,P08.2,Medinah,18-29,1
M,Makkah,R50.9,Makkah,60-69,6
F,Makkah,F20.8,Makkah,00-17,6
F,Jeddah,O63.9,Makkah,30-39,1
M,Jeddah,I50.0,Makkah,70-79,1
F,Jeddah,J96.09,Makkah,60-69,2
M,Taif,S32.89,Taef,18-29,2
M,Riyadh,Z50.9,Riyadh,30-39,26
M,Jeddah,Q62.0,Makkah,00-17,1
M,Qassim,R57.2,Qassim,60-69,2
F,Asir,I50.0,Assir,30-39,6
M,Eastern Region,M62.28,East,50-59,18
F,Medinah,I51.9,Medina,70-79,6
M,Asir,S09.8,Assir,18-29,1
F,Jazan,T22.01,Jazan,00-17,2
F,Medinah,P07.32,Medina,30-39,26
F,Jeddah,U80.3,Makkah,18-29,2
M,Asir,M00.86,Assir,70-79,1
M,Baha,S68.1,Riyadh,40-49,1
F,Jeddah,Z43.0,Jeddah,30-39,19
F,Riyadh,G80.9,Riyadh,30-39,31
F,Medinah,I10,Medinah,70-79,1
M,Jazan,M48.42,Jazan,18-29,2
F,Makkah,J18.8,Makkah,60-69,6
M,Jazan,W80.9,Jazan,00-17,2
F,Tabuk,N18.9,Medinah,60-69,1
F,Jeddah,P59.9,Jeddah,30-39,19
F,Medinah,L04.9,Medinah,00-17,1
F,Medinah,O47.9,Medina,18-29,7
M,Riyadh,R17,Riyadh,60-69,32
F,Asir,K92.2,Assir,50-59,1
F,Asir,R07.4,Assir,00-17,6
M,Asir,M02.87,Assir,40-49,7
M,Qunfotha,P07.32,Makkah,00-17,1
F,Jeddah,I62.9,Jeddah,80+,20
F,Riyadh,K35.8,Riyadh,18-29,31
M,Asir,S63.11,Assir,00-17,1
F,Asir,J20.9,Asir,00-17,1
M,Riyadh,E87.1,Riyadh,18-29,30
F,Riyadh,E11.21,Riyadh,60-69,34
F,Jeddah,O15.1,Makkah,40-49,1
M,Medinah,I51.9,Medina,40-49,6
F,Riyadh,J47,Riyadh,60-69,32
F,Asir,K92.9,Assir,40-49,1
M,Makkah,K92.2,Jeddah,40-49,22
F,Qassim,I32.0,Qassim,50-59,3
M,Riyadh,T06.0,Riyadh,30-39,4
M,Jeddah,I62.9,Makkah,50-59,3
F,Jouf,S82.82,Riyadh,70-79,30
F,Asir,R18,Assir,30-39,6
F,Najran,P22.0,Najran,00-17,6
M,Jazan,A09.0,Jazan,00-17,2
M,Medinah,A41.8,Medinah,80+,1
F,Outside-KSA,D33.1,Makkah,40-49,1
M,Riyadh,K92.2,Riyadh,80+,30
M,Makkah,V24.00,Makkah,18-29,6
M,Riyadh,A37.0,Riyadh,00-17,30
F,Jazan,J39.3,Jazan,00-17,2
F,Medinah,J45.9,Medinah,00-17,5
M,Northern Borders,J18.9,Riyadh,00-17,31
F,Jeddah,J47,Jeddah,60-69,21
F,Qurayyat,L89.30,Riyadh,70-79,31
F,Asir,V99,Assir,00-17,19
F,Asir,E11.11,Assir,70-79,15
M,Riyadh,K72.9,Riyadh,80+,1
M,Medinah,S72.9,Medinah,60-69,1
F,Medinah,O47.9,Medinah,18-29,1
M,Jeddah,A37.0,Jeddah,00-17,21
M,Asir,R05,Asir,00-17,1
F,Riyadh,J45.9,Riyadh,00-17,601
F,Riyadh,R07.4,Riyadh,40-49,34
M,Medinah,R05,Medina,18-29,6
M,Eastern Region,I64,East,70-79,36
M,Jeddah,R05,Jeddah,50-59,199
M,Makkah,J96.09,Makkah,18-29,6
M,Makkah,J44.1,Makkah,40-49,6
M,Jeddah,K92.2,Makkah,50-59,4
F,Jeddah,I51.9,Makkah,50-59,1
M,Jeddah,E11.11,Jeddah,40-49,108
F,Bisha,I46.9,Makkah,30-39,2
M,Jeddah,E11.11,Jeddah,30-39,23
F,Jeddah,E13.15,Jeddah,18-29,21
F,Riyadh,N21.9,Riyadh,70-79,31
M,Riyadh,I10,Riyadh,50-59,30
M,Riyadh,Z50.9,Riyadh,18-29,28
M,Jeddah,I51.9,Makkah,60-69,5
M,Riyadh,I21.9,Riyadh,40-49,59
M,Jeddah,G91.9,Jeddah,30-39,24
M,Jeddah,J18.9,Jeddah,18-29,41
F,Riyadh,J18.9,Riyadh,80+,192
F,Asir,N04.7,Assir,00-17,6
F,Jeddah,K92.1,Jeddah,70-79,21
F,Jeddah,I21.9,Jeddah,50-59,59
M,Jeddah,R05,Makkah,40-49,2
M,Riyadh,M86.36,Riyadh,30-39,32
M,Asir,V99,Assir,80+,6
M,Jeddah,J15.9,Makkah,70-79,3
M,Jeddah,J12.0,Jeddah,60-69,19
F,Qassim,A09.0,Qassim,60-69,2
F,Medinah,U80.3,Medina,40-49,6
F,Riyadh,J18.0,Riyadh,70-79,67
M,Jeddah,E10.11,Jeddah,00-17,88
M,Tabuk,U80.4,Tabuk,18-29,1
F,Jeddah,I81,Jeddah,60-69,40
M,Jeddah,I64,Makkah,60-69,12
M,Asir,K83.0,Assir,80+,7
M,Asir,N17.9,Assir,60-69,13
F,Riyadh,K29.70,Riyadh,60-69,31
M,Riyadh,I64,Riyadh,50-59,112
M,Bisha,M23.40,Riyadh,60-69,30
M,Medinah,N17.0,Medina,60-69,6
F,Jeddah,E10.11,Makkah,00-17,4
F,Jeddah,E13.11,Makkah,40-49,1
M,Riyadh,J12.0,Riyadh,00-17,29
M,Asir,U80.3,Assir,00-17,38
M,Riyadh,U82.3,Riyadh,60-69,67
M,Jeddah,A48.0,Makkah,60-69,1
F,Tabuk,V99,Jeddah,50-59,21
M,Jeddah,J15.9,Makkah,80+,3
M,Tabuk,V99,Medina,18-29,7
M,Riyadh,J18.9,Riyadh,40-49,122
M,Jeddah,J18.0,Jeddah,60-69,23
F,Qassim,I50.9,Qassim,60-69,4
F,Riyadh,Z43.0,Riyadh,80+,32
F,Jeddah,P22.9,Jeddah,30-39,26
M,Asir,P07.31,Assir,00-17,31
M,Jazan,A41.9,Jazan,60-69,4
M,Riyadh,Z50.8,Riyadh,70-79,6
M,Riyadh,E10.11,Riyadh,18-29,35
F,Jeddah,R57.2,Makkah,50-59,2
M,Riyadh,E11.11,Riyadh,18-29,32
M,Asir,E13.11,Assir,00-17,12
F,Riyadh,S72.05,Riyadh,60-69,30
F,Jeddah,I62.9,Makkah,50-59,1
M,Qassim,I10,Qassim,70-79,3
F,Asir,P22.9,Assir,18-29,6
M,Riyadh,E20.9,Riyadh,00-17,31
F,Medinah,J81,Medinah,60-69,1
M,Medinah,N17.0,Medinah,60-69,1
M,Taif,Q89.71,Taef,00-17,2
M,Medinah,D44.1,Medinah,00-17,1
M,Medinah,J96.01,Medina,80+,6
F,Asir,B00.9,Assir,00-17,7
M,Riyadh,Q21.9,Riyadh,00-17,31
F,Najran,J45.9,Najran,00-17,12
F,Makkah,N17.9,Makkah,50-59,6
M,Eastern Region,A65,Eastern Region,80+,1
M,Eastern Region,G40.60,East,40-49,18
F,Asir,I50.9,Assir,60-69,6
M,Medinah,D57.1,Medinah,00-17,1
F,Asir,J06.9,Assir,80+,6
F,Jeddah,U82.3,Makkah,60-69,1
M,Asir,U86.2,Assir,50-59,2
F,Jeddah,R65.1,Jeddah,60-69,1
F,Medinah,P07.32,Medinah,30-39,3
M,Riyadh,G71.0,Riyadh,00-17,34
M,Jeddah,I48.9,Makkah,60-69,1
M,Asir,H02.5,Assir,00-17,6
F,Asir,S83.10,Assir,70-79,6
M,Jazan,I10,Jazan,70-79,2
F,Medinah,K58.0,Medina,00-17,6
F,Qassim,U82.3,Qassim,70-79,5
F,Riyadh,P22.0,Riyadh,00-17,93
F,Jeddah,U80.3,Jeddah,30-39,21
M,Asir,N18.5,Assir,60-69,6
F,Jeddah,R57.0,Jeddah,50-59,23
F,Qassim,R57.2,Qassim,40-49,2
M,Jazan,L03.9,Jazan,60-69,2
F,Medinah,O61.9,Medinah,18-29,3
F,Riyadh,P59.9,Riyadh,40-49,31
F,Qassim,J96.01,Qassim,50-59,3
F,Jazan,U80.3,Jazan,80+,2
M,Makkah,S06.8,Makkah,80+,6
M,Tabuk,G80.9,Riyadh,18-29,3
F,Jeddah,E11.65,Jeddah,80+,22
M,Jazan,R06.3,Jazan,30-39,2
M,Asir,J04.0,Asir,70-79,1
M,Makkah,U82.3,Jeddah,70-79,1
M,Makkah,J96.00,Makkah,40-49,5
M,Jeddah,Z50.9,Jeddah,40-49,3
M,Eastern Region,I21.9,Eastern Region,40-49,1
F,Riyadh,M86.28,Riyadh,30-39,33
M,Bisha,K92.9,Makkah,40-49,1
M,Jeddah,V99,Jeddah,70-79,22
F,Jeddah,O15.1,Jeddah,40-49,23
M,Riyadh,N17.9,Riyadh,70-79,32
M,Asir,K76.9,Assir,70-79,7
F,Asir,S06.5,Assir,00-17,6
F,Jeddah,Z50.9,Jeddah,50-59,2
F,Makkah,I24.9,Makkah,60-69,6
M,Jeddah,I24.9,Makkah,18-29,1
M,Jeddah,I62.9,Jeddah,50-59,47
M,Asir,I64,Assir,70-79,13
F,Qassim,V99,Qassim,18-29,2
M,Medinah,M72.0,Medinah,30-39,1
F,Jeddah,O61.9,Jeddah,40-49,20
M,Jeddah,A37.1,Jeddah,00-17,19
M,Qassim,G00.9,Qassim,00-17,2
F,Makkah,O00.0,Medina,30-39,6
M,Asir,Z82.5,Asir,00-17,1
M,Medinah,K35.8,Medinah,00-17,1
F,Jeddah,I62.0,Jeddah,00-17,20
F,Jeddah,S73.02,Jeddah,60-69,19
F,Medinah,U82.3,Medinah,30-39,1
M,Riyadh,S72.11,Riyadh,70-79,30
M,Riyadh,R06.0,Riyadh,70-79,1
F,Makkah,F31.9,Makkah,00-17,6
F,Jeddah,I47.1,Makkah,70-79,1
F,Jeddah,N18.9,Makkah,60-69,1
M,Riyadh,S82.40,Riyadh,18-29,33
M,Medinah,E16.2,Medina,50-59,6
M,Jeddah,N11.1,Makkah,70-79,1
M,Qassim,J18.0,Qassim,50-59,2
M,Riyadh,E14.15,Riyadh,50-59,1
M,Asir,V99,Asir,00-17,1
M,Riyadh,N39.0,Riyadh,60-69,1
M,Medinah,M72.0,Medina,30-39,6
M,Asir,E87.1,Assir,50-59,7
F,Jeddah,K92.9,Makkah,80+,2
M,Eastern Region,Z50.9,East,50-59,2
M,Makkah,K85.9,Makkah,60-69,6
F,Asir,P59.9,Assir,50-59,7
M,Qunfotha,V99,Assir,18-29,6
F,Jeddah,E13.11,Jeddah,00-17,19
M,Qassim,F10.0,Qassim,18-29,1
F,Eastern Region,I50.0,Northern Borders,80+,1
M,Qassim,I85.0,Qassim,60-69,2
M,Jeddah,J96.00,Jeddah,30-39,24
M,Jeddah,J96.09,Makkah,50-59,1
F,Jazan,A41.9,Jazan,70-79,3
F,Asir,J46,Assir,00-17,7
M,Jazan,S73.00,Jazan,80+,2
M,Makkah,J20.9,Makkah,00-17,12
F,Makkah,U80.3,Makkah,70-79,6
F,Asir,S32.4,Assir,50-59,6
M,Jeddah,Z50.8,Jeddah,50-59,1
F,Jazan,K92.9,Jazan,40-49,2
M,Riyadh,T20.3,Riyadh,18-29,33
F,Jeddah,G41.9,Jeddah,70-79,22
F,Jeddah,Z43.0,Makkah,30-39,1
M,Jazan,J06.9,Jazan,00-17,2
M,Eastern Region,Q61.3,East,30-39,17
F,Jeddah,E11.11,Makkah,30-39,1
M,Jeddah,R07.4,Jeddah,40-49,21
F,Makkah,R05,Makkah,70-79,18
M,Makkah,R05,Jeddah,00-17,20
F,Asir,R05,Assir,30-39,12
F,Riyadh,J45.9,Riyadh,60-69,61
M,Riyadh,J20.9,Riyadh,00-17,442
M,Riyadh,R10.0,Riyadh,00-17,193
M,Asir,J21.9,Medina,00-17,6
M,Makkah,I64,Jeddah,40-49,19
F,Asir,I64,Riyadh,80+,32
M,Jeddah,D57.0,Jeddah,00-17,19
F,Asir,O00.0,Assir,40-49,6
F,Medinah,J21.9,Medina,00-17,147
M,Medinah,J06.9,Jeddah,00-17,21
M,Asir,D57.0,Assir,00-17,7
M,Jeddah,R05,Jeddah,40-49,43
M,Qassim,I21.9,Qassim,70-79,4
M,Riyadh,Z50.9,Riyadh,80+,8
F,Medinah,P07.31,Medina,00-17,6
F,Jeddah,I60.8,Jeddah,18-29,22
F,Jeddah,S07.1,Jeddah,00-17,20
M,Najran,J18.9,Najran,00-17,28
F,Medinah,O30.0,Medina,18-29,6
M,Jeddah,U80.3,Jeddah,70-79,20
M,Qassim,K92.2,Qassim,70-79,4
M,Taif,W79,Taef,00-17,2
F,Jeddah,J96.01,Makkah,50-59,1
F,Asir,N17.2,Assir,18-29,6
M,Medinah,R57.2,Medina,70-79,12
M,Jeddah,J96.09,Jeddah,60-69,22
M,Jouf,T20.0,Riyadh,00-17,62
M,Makkah,K29.71,Makkah,80+,6
M,Riyadh,J18.9,Riyadh,18-29,127
F,Riyadh,J96.09,East,18-29,8
M,Asir,I42.9,Assir,00-17,6
M,Asir,J18.0,Assir,80+,13
F,Medinah,R65.1,Medina,70-79,6
M,Jeddah,I51.9,Jeddah,40-49,60
M,Hafer AlBatin,I24.9,Riyadh,30-39,30
M,Riyadh,D07.5,Riyadh,70-79,3
F,Tabuk,Q56.41,Riyadh,00-17,31
M,Qassim,A41.9,Qassim,70-79,11
M,Jouf,J18.0,Riyadh,00-17,62
F,Makkah,J18.9,Makkah,60-69,42
M,Riyadh,A78,Riyadh,60-69,60
F,Taif,S42.21,Taef,70-79,2
F,Asir,G61.0,Assir,00-17,8
F,Makkah,I24.9,Jeddah,40-49,19
F,Asir,J96.00,Assir,80+,9
F,Makkah,G46.3,Makkah,60-69,6
M,Jeddah,R00.0,Makkah,18-29,1
F,Jeddah,E14.15,Makkah,40-49,2
F,Riyadh,G40.60,Riyadh,30-39,30
F,Jeddah,R05,Makkah,00-17,20
M,Jeddah,I24.9,Jeddah,80+,42
F,Riyadh,K92.9,Riyadh,60-69,61
F,Riyadh,R17,Riyadh,00-17,34
F,Asir,L03.9,Assir,00-17,7
F,Jeddah,I74.1,Makkah,70-79,1
M,Riyadh,R52.2,Riyadh,30-39,31
M,Riyadh,R11,Riyadh,00-17,92
F,Asir,U80.3,Assir,00-17,32
F,Riyadh,I24.9,Riyadh,80+,153
F,Qassim,J18.9,Qassim,70-79,5
M,Jeddah,R05,Jeddah,70-79,118
F,Riyadh,K72.9,Riyadh,70-79,3
F,Jeddah,I20.0,Jeddah,70-79,20
M,Jeddah,E11.11,Jeddah,60-69,110
F,Makkah,J96.01,Makkah,80+,6
F,Makkah,I50.9,Makkah,70-79,6
F,Medinah,P36.0,Medina,80+,6
M,Qassim,A41.9,Qassim,40-49,7
M,Asir,J18.0,Assir,00-17,316
M,Riyadh,T20.0,Riyadh,00-17,61
F,Makkah,I69.4,Makkah,70-79,6
M,Jazan,J18.9,Assir,70-79,6
M,Riyadh,S71.80,Riyadh,30-39,32
M,Qassim,I61.6,Qassim,18-29,2
M,Jeddah,V99,Jeddah,30-39,151
F,Jeddah,O61.9,Jeddah,30-39,19
F,Outside-KSA,P07.32,Jeddah,00-17,1
M,Asir,G41.9,Assir,30-39,18
M,Asir,I61.9,Assir,80+,6
F,Riyadh,R17,Riyadh,80+,31
M,Jeddah,P70.0,Jeddah,00-17,20
M,Jeddah,D69.6,Jeddah,60-69,21
F,Riyadh,M80.28,Riyadh,50-59,31
M,Medinah,Z50.9,Riyadh,00-17,2
F,Asir,O15.9,Assir,18-29,1
